gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,gamesStarted,decision,shotsAgainst,goalsAgainst,savePctg,shutouts,opponentAbbrev,pim,toi,playerId,firstName,lastName
2024020978,WPG,R,2025-03-04,0,0,{'default': 'Jets'},{'default': 'Islanders'},1,L,29,3,0.896552,0,NYI,0,58:26,8476945,Connor,Hellebuyck
2024020956,WPG,H,2025-03-01,0,0,{'default': 'Jets'},{'default': 'Flyers'},1,O,32,1,0.96875,0,PHI,0,65:00,8476945,Connor,Hellebuyck
2024020930,WPG,R,2025-02-26,0,0,{'default': 'Jets'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1,W,24,1,0.958333,0,OTT,0,59:47,8476945,Connor,Hellebuyck
2024020916,WPG,H,2025-02-24,0,0,{'default': 'Jets'},{'default': 'Sharks'},1,W,18,1,0.944444,0,SJS,0,60:24,8476945,Connor,Hellebuyck
2024020872,WPG,H,2025-02-07,0,0,{'default': 'Jets'},{'default': 'Islanders'},1,W,35,3,0.914286,0,NYI,0,60:00,8476945,Connor,Hellebuyck
2024020831,WPG,R,2025-02-01,0,0,{'default': 'Jets'},{'default': 'Capitals'},1,W,29,4,0.862069,0,WSH,0,61:57,8476945,Connor,Hellebuyck
2024020812,WPG,R,2025-01-30,0,0,{'default': 'Jets'},{'default': 'Bruins'},1,W,28,2,0.928571,0,BOS,0,59:57,8476945,Connor,Hellebuyck
2024020800,WPG,R,2025-01-28,0,0,{'default': 'Jets'},{'default': 'Canadiens'},1,W,25,1,0.96,0,MTL,0,59:13,8476945,Connor,Hellebuyck
2024020775,WPG,H,2025-01-24,0,0,{'default': 'Jets'},"{'default': 'Utah Hockey Club', 'fr': ""Club de hockey de l'Utah""}",1,W,19,2,0.894737,0,UTA,0,60:00,8476945,Connor,Hellebuyck
2024020759,WPG,R,2025-01-22,0,1,{'default': 'Jets'},{'default': 'Avalanche'},1,W,27,2,0.925926,0,COL,0,60:17,8476945,Connor,Hellebuyck
2024020747,WPG,R,2025-01-20,0,0,{'default': 'Jets'},"{'default': 'Utah Hockey Club', 'fr': ""Club de hockey de l'Utah""}",1,L,27,4,0.851852,0,UTA,0,59:24,8476945,Connor,Hellebuyck
2024020716,WPG,H,2025-01-16,0,0,{'default': 'Jets'},{'default': 'Kraken'},1,W,18,1,0.944444,0,SEA,0,60:00,8476945,Connor,Hellebuyck
2024020702,WPG,H,2025-01-14,0,0,{'default': 'Jets'},{'default': 'Canucks'},1,W,24,1,0.958333,0,VAN,0,60:00,8476945,Connor,Hellebuyck
2024020678,WPG,H,2025-01-11,0,0,{'default': 'Jets'},{'default': 'Avalanche'},1,W,22,0,1.0,1,COL,0,60:00,8476945,Connor,Hellebuyck
2024020647,WPG,H,2025-01-07,0,0,{'default': 'Jets'},{'default': 'Predators'},1,W,28,2,0.928571,0,NSH,0,60:00,8476945,Connor,Hellebuyck
2024020621,WPG,H,2025-01-04,0,0,{'default': 'Jets'},{'default': 'Red Wings'},1,L,28,3,0.892857,0,DET,0,57:53,8476945,Connor,Hellebuyck
2024020609,WPG,H,2025-01-02,0,0,{'default': 'Jets'},{'default': 'Ducks'},1,O,24,4,0.833333,0,ANA,0,63:34,8476945,Connor,Hellebuyck
2024020941,WPG,R,2025-02-27,0,0,{'default': 'Jets'},{'default': 'Predators'},1,L,31,2,0.935484,0,NSH,0,57:26,8477480,Eric,Comrie
