gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,gamesStarted,decision,shotsAgainst,goalsAgainst,savePctg,shutouts,pim,toi,opponentAbbrev,playerId,firstName,lastName
2023020600,DET,R,2024-01-04,0,0,{'default': 'Red Wings'},{'default': 'Kings'},1,W,43,3,0.930233,0,0,65:00,LAK,8479312,Alex,Lyon
2023020586,DET,R,2024-01-02,0,0,{'default': 'Red Wings'},{'default': 'Sharks'},1,W,27,3,0.888889,0,0,60:00,SJS,8479312,Alex,Lyon
2023020699,NSH,R,2024-01-18,0,0,{'default': 'Predators'},{'default': 'Kings'},1,W,34,1,0.970588,0,0,59:52,LAK,8477424,Juuse,Saros
2023020680,NSH,R,2024-01-15,0,0,{'default': 'Predators'},{'default': 'Golden Knights'},1,L,28,3,0.892857,0,0,56:52,VGK,8477424,Juuse,Saros
2023020666,NSH,H,2024-01-13,0,0,{'default': 'Predators'},{'default': 'Islanders'},1,W,25,1,0.96,0,0,59:53,NYI,8477424,Juuse,Saros
2023020629,NSH,H,2024-01-09,0,0,{'default': 'Predators'},{'default': 'Ducks'},1,L,33,5,0.848485,0,0,57:20,ANA,8477424,Juuse,Saros
2023020595,NSH,H,2024-01-04,0,0,{'default': 'Predators'},{'default': 'Flames'},1,L,25,5,0.8,0,0,40:00,CGY,8477424,Juuse,Saros
2023020579,NSH,H,2024-01-02,0,0,{'default': 'Predators'},{'default': 'Blackhawks'},1,W,21,0,1.0,1,0,59:55,CHI,8477424,Juuse,Saros
2023020651,NSH,R,2024-01-12,0,0,{'default': 'Predators'},{'default': 'Stars'},1,W,22,3,0.863636,0,0,60:00,DAL,8480947,Kevin,Lankinen
2023020614,NSH,R,2024-01-06,0,0,{'default': 'Predators'},{'default': 'Stars'},1,W,29,3,0.896552,0,0,60:00,DAL,8480947,Kevin,Lankinen
2023020695,TBL,H,2024-01-18,0,0,{'default': 'Lightning'},{'default': 'Wild'},1,W,33,3,0.909091,0,0,60:00,MIN,8476883,Andrei,Vasilevskiy
2023020661,TBL,H,2024-01-13,0,0,{'default': 'Lightning'},{'default': 'Ducks'},1,W,20,1,0.95,0,0,60:00,ANA,8476883,Andrei,Vasilevskiy
2023020644,TBL,H,2024-01-11,0,1,{'default': 'Lightning'},{'default': 'Devils'},1,W,30,3,0.9,0,0,61:29,NJD,8476883,Andrei,Vasilevskiy
2023020626,TBL,H,2024-01-09,0,0,{'default': 'Lightning'},{'default': 'Kings'},1,W,22,2,0.909091,0,0,62:03,LAK,8476883,Andrei,Vasilevskiy
2023020607,TBL,R,2024-01-06,0,0,{'default': 'Lightning'},{'default': 'Bruins'},1,L,25,6,0.76,0,0,58:26,BOS,8476883,Andrei,Vasilevskiy
2023020594,TBL,R,2024-01-04,0,0,{'default': 'Lightning'},{'default': 'Wild'},1,W,23,1,0.956522,0,0,59:44,MIN,8476883,Andrei,Vasilevskiy
2023020580,TBL,R,2024-01-02,0,0,{'default': 'Lightning'},{'default': 'Jets'},1,L,27,3,0.888889,0,2,58:53,WPG,8476883,Andrei,Vasilevskiy
2023020684,LAK,R,2024-01-16,0,0,{'default': 'Kings'},{'default': 'Stars'},1,L,28,5,0.821429,0,0,59:51,DAL,8475660,Cam,Talbot
2023020659,LAK,R,2024-01-13,0,0,{'default': 'Kings'},{'default': 'Red Wings'},1,L,27,5,0.814815,0,0,39:54,DET,8475660,Cam,Talbot
2023020641,LAK,R,2024-01-11,0,0,{'default': 'Kings'},{'default': 'Panthers'},1,O,41,3,0.926829,0,0,64:59,FLA,8475660,Cam,Talbot
2023020626,LAK,R,2024-01-09,0,0,{'default': 'Kings'},{'default': 'Lightning'},1,O,29,3,0.896552,0,0,62:03,TBL,8475660,Cam,Talbot
2023020618,LAK,R,2024-01-07,0,0,{'default': 'Kings'},{'default': 'Capitals'},1,L,34,4,0.882353,0,0,59:13,WSH,8475660,Cam,Talbot
2023020585,LAK,H,2024-01-02,0,0,{'default': 'Kings'},{'default': 'Maple Leafs'},1,L,28,2,0.928571,0,0,57:41,TOR,8475660,Cam,Talbot
2023020699,LAK,H,2024-01-18,0,0,{'default': 'Kings'},{'default': 'Predators'},1,L,33,2,0.939394,0,0,57:33,NSH,8479496,David,Rittich
2023020675,LAK,R,2024-01-15,0,0,{'default': 'Kings'},{'default': 'Hurricanes'},1,W,32,2,0.9375,0,0,60:00,CAR,8479496,David,Rittich
2023020600,LAK,H,2024-01-04,0,0,{'default': 'Kings'},{'default': 'Red Wings'},1,O,27,3,0.888889,0,0,65:00,DET,8479496,David,Rittich
2023020683,WSH,H,2024-01-16,0,0,{'default': 'Capitals'},{'default': 'Ducks'},1,W,24,0,1.0,1,0,60:00,ANA,8475311,Darcy,Kuemper
2023020645,WSH,H,2024-01-11,0,0,{'default': 'Capitals'},{'default': 'Kraken'},1,L,23,4,0.826087,0,0,60:00,SEA,8475311,Darcy,Kuemper
2023020618,WSH,H,2024-01-07,0,0,{'default': 'Capitals'},{'default': 'Kings'},1,W,41,3,0.926829,0,0,60:00,LAK,8475311,Darcy,Kuemper
2023020603,WSH,H,2024-01-05,0,0,{'default': 'Capitals'},{'default': 'Hurricanes'},1,L,33,5,0.848485,0,0,59:01,CAR,8475311,Darcy,Kuemper
